scenario,delta_t,region_group,min,mean,max
A,0,MQ:50,38.39985968593814,40.11402640946157,41.93334060972712
A,1,MQ:50,37.788068576975355,39.648695953431435,42.54024617719019
A,2,MQ:50,38.09985087370791,39.28860999760828,40.47991672083239
A,3,MQ:50,37.19536707428437,39.11385077419894,41.081743401590934
A,4,MQ:50,37.57008131510574,38.77171096788068,40.07327701549179
A,0,MQ:50+USA,50.39840866316848,52.34917033051331,54.11952449499844
A,1,MQ:50+USA,49.15313480283754,51.412546524501856,53.612233675675334
A,2,MQ:50+USA,49.08411913417314,50.82619916600926,52.94449048007098
A,3,MQ:50+USA,47.95707622987433,49.51912565397751,51.00867068412058
A,4,MQ:50+USA,47.41731211129014,49.064274712893365,50.527826343571036
A,0,MQ:75,74.74935056613936,76.36428557027344,78.27312755678356
A,1,MQ:75,74.31475971449288,75.91844987788473,78.46640623171514
A,2,MQ:75,75.9387832392667,76.89079974478062,78.35891696311515
A,3,MQ:75,74.789264569735,76.13337105925828,78.10873796242024
A,4,MQ:75,76.1805454970832,77.30017528206272,79.4738345863192
A,0,MQ:95,94.57834987832481,95.27442949777024,96.25326322405402
A,1,MQ:95,94.07719405469224,95.12885382353014,96.16758824605607
A,2,MQ:95,94.9118379809782,95.41713236233619,96.27860745396423
A,3,MQ:95,94.08728376648948,94.87038746611859,95.62758230197302
A,4,MQ:95,94.47847665070269,95.19130329780026,95.81155067565884
B,0,MQ:50,38.39985968593814,40.11402640946157,41.93334060972712
B,1,MQ:50,37.43422733633663,38.82933551563801,39.80058449303938
B,2,MQ:50,36.753786535021234,38.569296820344036,40.48500777544755
B,3,MQ:50,37.10576008172018,38.470470433003214,40.398171958515896
B,4,MQ:50,36.50298205650529,37.29963154938949,38.96068414827369
B,0,MQ:50+USA,50.39840866316848,52.34917033051331,54.11952449499844
B,1,MQ:50+USA,49.7462173390145,50.89806431614621,52.032032175920286
B,2,MQ:50+USA,48.77760114800508,49.6654880102501,50.86792848679086
B,3,MQ:50+USA,47.358036522772764,48.32194446899207,49.747417527340886
B,4,MQ:50+USA,45.6369374583261,46.972112910071544,48.43448925534503
B,0,MQ:75,74.74935056613936,76.36428557027344,78.27312755678356
B,1,MQ:75,75.13225641231244,76.1400280754363,77.5956119865771
B,2,MQ:75,75.6098035860934,76.55483233225257,77.54176734884666
B,3,MQ:75,76.05977197779376,77.12135153987988,77.8499481896351
B,4,MQ:75,77.17891147488625,77.6297066740148,78.22850259396444
B,0,MQ:95,94.57834987832481,95.27442949777024,96.25326322405402
B,1,MQ:95,94.92931060115619,95.29836150038153,95.89051197288774
B,2,MQ:95,94.32764070148694,94.96889854033722,95.42260061459045
B,3,MQ:95,93.96783589136882,94.99221517094023,95.69338765567045
B,4,MQ:95,94.88964017470828,95.46285265160937,96.01093048877011
C,0,MQ:50,38.39985968593814,40.11402640946157,41.93334060972712
C,1,MQ:50,37.586219360694216,39.102909232972,40.69457316864755
C,2,MQ:50,35.40091191226717,37.16118332341886,38.314594927858
C,3,MQ:50,35.92388838735417,37.390046295357585,38.56050139703409
C,4,MQ:50,35.01631918770769,36.030424922669084,37.20387618812494
C,0,MQ:50+USA,50.39840866316848,52.34917033051331,54.11952449499844
C,1,MQ:50+USA,47.805321881853665,50.352620034751276,51.47976674525614
C,2,MQ:50+USA,46.23231697489888,48.1360152712063,48.89821163545708
C,3,MQ:50+USA,46.03760843649845,47.65958720008061,49.15202890164692
C,4,MQ:50+USA,44.72547322853157,46.02596102826973,47.1197375508725
C,0,MQ:75,74.74935056613936,76.36428557027344,78.27312755678356
C,1,MQ:75,74.53469890685805,75.5107003513279,76.16941397863506
C,2,MQ:75,75.59777553134377,76.90753541174882,78.0631769801421
C,3,MQ:75,75.82834108506762,76.85872035596483,77.74351712103926
C,4,MQ:75,76.32327735880546,77.70837892732672,78.76671271280654
C,0,MQ:95,94.57834987832481,95.27442949777024,96.25326322405402
C,1,MQ:95,94.65184205641684,95.09554356470227,95.44746156675576
C,2,MQ:95,94.84974563904565,95.28269442181282,95.83980792110351
C,3,MQ:95,94.58782604256189,95.06453854724434,95.38298964077117
C,4,MQ:95,94.66315901881859,95.20600194244126,95.72836150883444
