parameter,param_value,region_group,value
price_increase_production_extension,2.0,USA,66.53208657664386
price_increase_production_extension,2.0,AI:50,12.737672347447216
price_increase_production_extension,2.0,AI:75,10.230534320743232
price_increase_production_extension,2.0,AI:95,7.909102484521185
price_increase_production_extension,2.5,USA,64.59469110228633
price_increase_production_extension,2.5,AI:50,14.03198803833358
price_increase_production_extension,2.5,AI:75,10.716116908301757
price_increase_production_extension,2.5,AI:95,8.166562413111919
price_increase_production_extension,3.0,USA,63.83021611666378
price_increase_production_extension,3.0,AI:50,15.079294100620643
price_increase_production_extension,3.0,AI:75,10.781360529231634
price_increase_production_extension,3.0,AI:95,8.073102884664493
price_increase_production_extension,3.5,USA,64.5494551091629
price_increase_production_extension,3.5,AI:50,13.170726766749908
price_increase_production_extension,3.5,AI:75,11.022216461148716
price_increase_production_extension,3.5,AI:95,8.903930830533
price_increase_production_extension,4.0,USA,62.18301829550943
price_increase_production_extension,4.0,AI:50,16.17294763054521
price_increase_production_extension,4.0,AI:75,10.627817705618725
price_increase_production_extension,4.0,AI:95,8.733684603706024
price_increase_production_extension,4.5,USA,59.2461811883683
price_increase_production_extension,4.5,AI:50,16.276014364171203
price_increase_production_extension,4.5,AI:75,13.140254956537376
price_increase_production_extension,4.5,AI:95,8.90058952010807
price_increase_production_extension,5.0,USA,60.030332995387994
price_increase_production_extension,5.0,AI:50,16.559799518838574
price_increase_production_extension,5.0,AI:75,11.575709489561191
price_increase_production_extension,5.0,AI:95,9.23503441651279
price_increase_production_extension,5.5,USA,58.49806608723001
price_increase_production_extension,5.5,AI:50,17.14754798062898
price_increase_production_extension,5.5,AI:75,13.036531792228203
price_increase_production_extension,5.5,AI:95,9.081591328909255
price_increase_production_extension,6.0,USA,56.241480137748354
price_increase_production_extension,6.0,AI:50,18.09407945061014
price_increase_production_extension,6.0,AI:75,12.565544274408012
price_increase_production_extension,6.0,AI:95,10.44504842847077
price_increase_production_extension,6.5,USA,56.37942121488657
price_increase_production_extension,6.5,AI:50,18.539184773654334
price_increase_production_extension,6.5,AI:75,12.965183396735782
price_increase_production_extension,6.5,AI:95,9.632810757648627
price_increase_production_extension,7.0,USA,56.06864266676986
price_increase_production_extension,7.0,AI:50,18.393922540545688
price_increase_production_extension,7.0,AI:75,13.24851328486605
price_increase_production_extension,7.0,AI:95,9.991789113329162
price_increase_production_extension,7.5,USA,52.35153878424057
price_increase_production_extension,7.5,AI:50,19.286594551244313
price_increase_production_extension,7.5,AI:75,15.593744595219832
price_increase_production_extension,7.5,AI:95,10.090014159944374
price_increase_production_extension,8.0,USA,51.77146889902191
price_increase_production_extension,8.0,AI:50,18.704370805541572
price_increase_production_extension,8.0,AI:75,16.935352355286085
price_increase_production_extension,8.0,AI:95,10.396342739442673
price_increase_production_extension,8.5,USA,50.74811919259412
price_increase_production_extension,8.5,AI:50,19.940400379260367
price_increase_production_extension,8.5,AI:75,16.90722234572624
price_increase_production_extension,8.5,AI:95,9.85808248266585
price_increase_production_extension,9.0,USA,50.6818255331895
price_increase_production_extension,9.0,AI:50,20.183057765664152
price_increase_production_extension,9.0,AI:75,16.833075390688634
price_increase_production_extension,9.0,AI:95,9.859599237553624
price_increase_production_extension,9.5,USA,48.449675329456696
price_increase_production_extension,9.5,AI:50,21.787982259864677
price_increase_production_extension,9.5,AI:75,16.613997108352166
price_increase_production_extension,9.5,AI:95,10.807773527018867
price_increase_production_extension,10.0,USA,48.459920426496446
price_increase_production_extension,10.0,AI:50,22.464419201724702
price_increase_production_extension,10.0,AI:75,15.661551914029502
price_increase_production_extension,10.0,AI:95,10.95336652024696
price_increase_production_extension,10.5,USA,46.74565245872737
price_increase_production_extension,10.5,AI:50,22.3099930860055
price_increase_production_extension,10.5,AI:75,17.583803032352037
price_increase_production_extension,10.5,AI:95,10.96241562790594
price_increase_production_extension,11.0,USA,46.61438018962001
price_increase_production_extension,11.0,AI:50,23.10082973904707
price_increase_production_extension,11.0,AI:75,15.586148640736198
price_increase_production_extension,11.0,AI:95,11.89676240171002
price_increase_production_extension,11.5,USA,44.26028283334922
price_increase_production_extension,11.5,AI:50,23.57812593833492
price_increase_production_extension,11.5,AI:75,18.826820490355658
price_increase_production_extension,11.5,AI:95,11.234770177004307
price_increase_production_extension,12.0,USA,44.4465501541249
price_increase_production_extension,12.0,AI:50,23.89693230908427
price_increase_production_extension,12.0,AI:75,17.143078095036472
price_increase_production_extension,12.0,AI:95,12.002910706885004
price_increase_production_extension,12.5,USA,44.45956315017885
price_increase_production_extension,12.5,AI:50,24.968723204423824
price_increase_production_extension,12.5,AI:75,17.41066705017819
price_increase_production_extension,12.5,AI:95,11.217771770011908
price_increase_production_extension,13.0,USA,43.68475953818874
price_increase_production_extension,13.0,AI:50,25.596232997784824
price_increase_production_extension,13.0,AI:75,16.58613722507785
price_increase_production_extension,13.0,AI:95,11.620642884393959
price_increase_production_extension,13.5,USA,44.152515628808054
price_increase_production_extension,13.5,AI:50,24.934298016193956
price_increase_production_extension,13.5,AI:75,16.72151136813514
price_increase_production_extension,13.5,AI:95,11.781641004975029
price_increase_production_extension,14.0,USA,40.2445896378078
price_increase_production_extension,14.0,AI:50,26.113185314784296
price_increase_production_extension,14.0,AI:75,20.411111554239767
price_increase_production_extension,14.0,AI:95,11.071566728674568
price_increase_production_extension,14.5,USA,40.9004456291875
price_increase_production_extension,14.5,AI:50,26.901347650946832
price_increase_production_extension,14.5,AI:75,17.437281885255473
price_increase_production_extension,14.5,AI:95,12.132590503840945
price_increase_production_extension,15.0,USA,40.723452564944914
price_increase_production_extension,15.0,AI:50,27.159420664132973
price_increase_production_extension,15.0,AI:75,17.522760853200793
price_increase_production_extension,15.0,AI:95,12.183206411791645
target_storage_refill_time,1.0,USA,57.909159701867594
target_storage_refill_time,1.0,AI:50,16.220254491475146
target_storage_refill_time,1.0,AI:75,14.42680455994332
target_storage_refill_time,1.0,AI:95,9.527264502438086
target_storage_refill_time,1.5,USA,59.586986108765274
target_storage_refill_time,1.5,AI:50,16.997826406450415
target_storage_refill_time,1.5,AI:75,11.743842184876897
target_storage_refill_time,1.5,AI:95,9.253545716798072
target_storage_refill_time,2.0,USA,60.030332995387994
target_storage_refill_time,2.0,AI:50,16.559799518838574
target_storage_refill_time,2.0,AI:75,11.575709489561191
target_storage_refill_time,2.0,AI:95,9.23503441651279
target_storage_refill_time,2.5,USA,58.77986386894267
target_storage_refill_time,2.5,AI:50,17.36171111791721
target_storage_refill_time,2.5,AI:75,12.904108642391634
target_storage_refill_time,2.5,AI:95,8.765829567901008
target_storage_refill_time,3.0,USA,58.80542088873714
target_storage_refill_time,3.0,AI:50,17.98661711072146
target_storage_refill_time,3.0,AI:75,11.367173550582862
target_storage_refill_time,3.0,AI:95,9.669983775936515
target_storage_refill_time,3.5,USA,60.55952328446451
target_storage_refill_time,3.5,AI:50,16.929114048796656
target_storage_refill_time,3.5,AI:75,11.847227365074303
target_storage_refill_time,3.5,AI:95,7.97932832364603
target_storage_refill_time,4.0,USA,59.581472230554034
target_storage_refill_time,4.0,AI:50,16.564024501080063
target_storage_refill_time,4.0,AI:75,12.512169742157567
target_storage_refill_time,4.0,AI:95,9.161738156805114
target_storage_refill_time,4.5,USA,59.741199452773095
target_storage_refill_time,4.5,AI:50,16.752110895982746
target_storage_refill_time,4.5,AI:75,11.335125949062231
target_storage_refill_time,4.5,AI:95,9.474490589498757
target_storage_refill_time,5.0,USA,59.6747779162171
target_storage_refill_time,5.0,AI:50,15.938962102092951
target_storage_refill_time,5.0,AI:75,12.155724166976782
target_storage_refill_time,5.0,AI:95,9.926782814050298
target_storage_refill_time,5.5,USA,60.74178759408551
target_storage_refill_time,5.5,AI:50,15.538357251605873
target_storage_refill_time,5.5,AI:75,12.291559984885282
target_storage_refill_time,5.5,AI:95,9.221156389206612
target_storage_refill_time,6.0,USA,62.515842714739364
target_storage_refill_time,6.0,AI:50,14.862534452523334
target_storage_refill_time,6.0,AI:75,11.99204269976461
target_storage_refill_time,6.0,AI:95,8.55942856617915
target_storage_refill_time,6.5,USA,60.258852196225796
target_storage_refill_time,6.5,AI:50,15.31562539447416
target_storage_refill_time,6.5,AI:75,12.936492184840645
target_storage_refill_time,6.5,AI:95,9.22547676691714
target_storage_refill_time,7.0,USA,58.30478350568834
target_storage_refill_time,7.0,AI:50,16.980822086117335
target_storage_refill_time,7.0,AI:75,12.469684953170272
target_storage_refill_time,7.0,AI:95,9.73657489392393
target_storage_refill_time,7.5,USA,60.209921032574506
target_storage_refill_time,7.5,AI:50,16.863272019090623
target_storage_refill_time,7.5,AI:75,11.935795555472211
target_storage_refill_time,7.5,AI:95,8.83168631845767
target_storage_refill_time,8.0,USA,60.04052380523813
target_storage_refill_time,8.0,AI:50,16.432839654315195
target_storage_refill_time,8.0,AI:75,12.374932482602205
target_storage_refill_time,8.0,AI:95,8.709949475287047
target_storage_refill_time,8.5,USA,61.442726631168796
target_storage_refill_time,8.5,AI:50,15.350750928015515
target_storage_refill_time,8.5,AI:75,12.247190523961095
target_storage_refill_time,8.5,AI:95,8.739053889129636
target_storage_refill_time,9.0,USA,60.409839340883856
target_storage_refill_time,9.0,AI:50,16.038879252731626
target_storage_refill_time,9.0,AI:75,12.010240923281827
target_storage_refill_time,9.0,AI:95,8.882702269210228
target_storage_refill_time,9.5,USA,60.16016845438244
target_storage_refill_time,9.5,AI:50,16.67744543659863
target_storage_refill_time,9.5,AI:75,12.004430721380302
target_storage_refill_time,9.5,AI:95,8.641267785372406
target_storage_refill_time,10.0,USA,61.981323219391435
target_storage_refill_time,10.0,AI:50,15.51245510417045
target_storage_refill_time,10.0,AI:75,11.426852926710453
target_storage_refill_time,10.0,AI:95,8.45233316122183
target_storage_refill_time,10.5,USA,59.23103365286146
target_storage_refill_time,10.5,AI:50,15.755512669875252
target_storage_refill_time,10.5,AI:75,13.541374040752416
target_storage_refill_time,10.5,AI:95,9.091165464002941
target_storage_refill_time,11.0,USA,61.57026132557767
target_storage_refill_time,11.0,AI:50,15.88470330963893
target_storage_refill_time,11.0,AI:75,11.032457480079245
target_storage_refill_time,11.0,AI:95,8.712350483648635
target_storage_refill_time,11.5,USA,59.391496542192534
target_storage_refill_time,11.5,AI:50,15.988185879019305
target_storage_refill_time,11.5,AI:75,13.410210095920164
target_storage_refill_time,11.5,AI:95,8.340777866039417
target_storage_refill_time,12.0,USA,61.28010332059242
target_storage_refill_time,12.0,AI:50,15.537164876711117
target_storage_refill_time,12.0,AI:75,12.341970348147612
target_storage_refill_time,12.0,AI:95,8.290098841244372
target_storage_refill_time,12.5,USA,61.77170087424514
target_storage_refill_time,12.5,AI:50,15.646835763436926
target_storage_refill_time,12.5,AI:75,11.528941325757785
target_storage_refill_time,12.5,AI:95,8.675214890183668
target_storage_refill_time,13.0,USA,61.71231031937558
target_storage_refill_time,13.0,AI:50,16.04699189065392
target_storage_refill_time,13.0,AI:75,11.254254627466892
target_storage_refill_time,13.0,AI:95,8.710879295630804
target_storage_refill_time,13.5,USA,60.49716402815542
target_storage_refill_time,13.5,AI:50,15.734082980453032
target_storage_refill_time,13.5,AI:75,12.638186743814089
target_storage_refill_time,13.5,AI:95,8.352998732991239
target_storage_refill_time,14.0,USA,60.8057425121744
target_storage_refill_time,14.0,AI:50,16.51625658212499
target_storage_refill_time,14.0,AI:75,11.419421638397523
target_storage_refill_time,14.0,AI:95,8.85598362823309
target_storage_refill_time,14.5,USA,61.616356264794916
target_storage_refill_time,14.5,AI:50,15.759914583452726
target_storage_refill_time,14.5,AI:75,11.778856490037867
target_storage_refill_time,14.5,AI:95,8.28990234298898
target_storage_refill_time,15.0,USA,61.56401936994409
target_storage_refill_time,15.0,AI:50,15.904100758698178
target_storage_refill_time,15.0,AI:75,11.673571280232053
target_storage_refill_time,15.0,AI:95,8.41080846288716
