parameter,param_val,region,gains,losses,sum
target_storage_refill_time,9.5,USA,19.97787141500011,-26.168511627000214,-6.190640212000105
target_storage_refill_time,10.0,global,37.27605751100107,-26.11298955100013,11.16306796000094
target_storage_refill_time,10.0,USA,19.485435545999884,-26.06311860200015,-6.577683056000264
target_storage_refill_time,10.5,global,37.39125387800127,-26.24134158900011,11.149912289001161
target_storage_refill_time,10.5,USA,19.152499767999778,-26.218287132000118,-7.0657873640003395
target_storage_refill_time,11.0,global,36.50568222000011,-26.234609911999954,10.271072308000157
target_storage_refill_time,11.0,USA,18.74462798300021,-26.19655579099998,-7.45192780799977
target_storage_refill_time,11.5,global,36.42889966399999,-26.245276155000003,10.18362350899999
target_storage_refill_time,11.5,USA,18.701507841999604,-26.192640022000013,-7.49113218000041
target_storage_refill_time,12.0,global,37.0140993230018,-26.331031589000133,10.683067734001668
target_storage_refill_time,12.0,USA,19.679206438000325,-26.26014408800015,-6.580937649999825
target_storage_refill_time,12.5,global,37.786736506999695,-25.995372510999964,11.791363995999731
target_storage_refill_time,12.5,USA,20.255392989000235,-25.952782768999963,-5.697389779999728
target_storage_refill_time,13.0,global,37.039861828999975,-25.850537632000126,11.189324196999848
target_storage_refill_time,13.0,USA,18.903464140000416,-25.780989950000137,-6.877525809999721
target_storage_refill_time,13.5,global,37.17683045500013,-25.785882166000054,11.390948289000075
target_storage_refill_time,13.5,USA,19.10186109699988,-25.72699553700009,-6.62513444000021
target_storage_refill_time,14.0,global,36.92486334600264,-26.28512933999997,10.63973400600267
target_storage_refill_time,14.0,USA,19.61980516100037,-26.25351478099999,-6.6337096199996175
target_storage_refill_time,14.5,global,37.60183661000106,-26.279910232999995,11.321926377001063
target_storage_refill_time,14.5,USA,19.10806957200041,-26.21718275999999,-7.109113187999579
target_storage_refill_time,15.0,global,37.71391673600108,-26.35435893200017,11.35955780400091
target_storage_refill_time,15.0,USA,19.020614695,-26.316616010000168,-7.296001315000169
