parameter,param_value,region_group,value
initial_storage_fill_factor,15.0,AI:75,18.00332992555792
initial_storage_fill_factor,15.0,AI:95,8.971431903692448
initial_storage_fill_factor,16.0,USA,53.37796913105113
initial_storage_fill_factor,16.0,AI:50,16.903912705637694
initial_storage_fill_factor,16.0,AI:75,17.688642131858927
initial_storage_fill_factor,16.0,AI:95,9.669405820255832
initial_storage_fill_factor,17.0,USA,54.9430592072934
initial_storage_fill_factor,17.0,AI:50,18.85765662566014
initial_storage_fill_factor,17.0,AI:75,14.367326144190258
initial_storage_fill_factor,17.0,AI:95,9.461855710646304
initial_storage_fill_factor,18.0,USA,55.07733726524793
initial_storage_fill_factor,18.0,AI:50,17.223373376575246
initial_storage_fill_factor,18.0,AI:75,16.488955489855968
initial_storage_fill_factor,18.0,AI:95,9.06175068693544
initial_storage_fill_factor,19.0,USA,54.09804351409048
initial_storage_fill_factor,19.0,AI:50,18.577457698351083
initial_storage_fill_factor,19.0,AI:75,14.670400455574253
initial_storage_fill_factor,19.0,AI:95,9.995722600447593
initial_storage_fill_factor,20.0,USA,55.52639513810617
initial_storage_fill_factor,20.0,AI:50,17.633205000291312
initial_storage_fill_factor,20.0,AI:75,15.059160664849188
initial_storage_fill_factor,20.0,AI:95,9.50593849415587
initial_storage_fill_factor,21.0,USA,55.29933420888607
initial_storage_fill_factor,21.0,AI:50,17.634210904739994
initial_storage_fill_factor,21.0,AI:75,14.799273533685636
initial_storage_fill_factor,21.0,AI:95,9.822238322238249
initial_storage_fill_factor,22.0,USA,56.35915443203486
initial_storage_fill_factor,22.0,AI:50,17.205784105639616
initial_storage_fill_factor,22.0,AI:75,15.620377153859849
initial_storage_fill_factor,22.0,AI:95,8.906276960811155
initial_storage_fill_factor,23.0,USA,56.07995980699981
initial_storage_fill_factor,23.0,AI:50,17.627668714703844
initial_storage_fill_factor,23.0,AI:75,14.651066758029941
initial_storage_fill_factor,23.0,AI:95,9.598581896791885
initial_storage_fill_factor,24.0,USA,54.17241634638743
initial_storage_fill_factor,24.0,AI:50,17.62570990970817
initial_storage_fill_factor,24.0,AI:75,17.091380153703042
initial_storage_fill_factor,24.0,AI:95,8.9730632741135
initial_storage_fill_factor,25.0,USA,56.34973561632718
initial_storage_fill_factor,25.0,AI:50,18.207934568587106
initial_storage_fill_factor,25.0,AI:75,12.993315320859395
initial_storage_fill_factor,25.0,AI:95,10.027725409186019
initial_storage_fill_factor,26.0,USA,54.67761339508682
initial_storage_fill_factor,26.0,AI:50,16.75340585090575
initial_storage_fill_factor,26.0,AI:75,17.410026987926102
initial_storage_fill_factor,26.0,AI:95,8.982731420415533
initial_storage_fill_factor,27.0,USA,54.66628867504646
initial_storage_fill_factor,27.0,AI:50,16.569816377467774
initial_storage_fill_factor,27.0,AI:75,17.597646004198324
initial_storage_fill_factor,27.0,AI:95,9.107311037928383
initial_storage_fill_factor,28.0,USA,55.343908678364585
initial_storage_fill_factor,28.0,AI:50,17.879606782565602
initial_storage_fill_factor,28.0,AI:75,15.454270700699922
initial_storage_fill_factor,28.0,AI:95,9.286805175593358
initial_storage_fill_factor,29.0,USA,53.81149115191772
initial_storage_fill_factor,29.0,AI:50,17.155075747309056
initial_storage_fill_factor,29.0,AI:75,17.613337312264974
initial_storage_fill_factor,29.0,AI:95,9.281054122175547
initial_storage_fill_factor,30.0,USA,53.77011786850815
initial_storage_fill_factor,30.0,AI:50,16.361777341956653
initial_storage_fill_factor,30.0,AI:75,18.274870410177158
initial_storage_fill_factor,30.0,AI:95,9.416691825847067
price_increase_production_extension,0.5,USA,70.03506056536939
price_increase_production_extension,0.5,AI:50,11.222247506040816
price_increase_production_extension,0.5,AI:75,9.379020796948765
price_increase_production_extension,0.5,AI:95,6.902810177349679
price_increase_production_extension,1.0,USA,70.10294135433361
price_increase_production_extension,1.0,AI:50,11.32644005250718
price_increase_production_extension,1.0,AI:75,9.874086856915099
price_increase_production_extension,1.0,AI:95,6.665491064938863
price_increase_production_extension,1.5,USA,68.63979550023662
price_increase_production_extension,1.5,AI:50,11.149451126232876
price_increase_production_extension,1.5,AI:75,10.38103271219201
price_increase_production_extension,1.5,AI:95,7.576193184991595
price_increase_production_extension,2.0,USA,67.2168848892922
price_increase_production_extension,2.0,AI:50,12.35183835071075
price_increase_production_extension,2.0,AI:75,10.687485542127462
price_increase_production_extension,2.0,AI:95,7.73957651876286
price_increase_production_extension,2.5,USA,65.14103906243585
price_increase_production_extension,2.5,AI:50,13.35795276044881
price_increase_production_extension,2.5,AI:75,10.93643180271205
price_increase_production_extension,2.5,AI:95,8.362332310567794
price_increase_production_extension,3.0,USA,61.078660390475314
price_increase_production_extension,3.0,AI:50,14.94788465361598
price_increase_production_extension,3.0,AI:75,13.517399494715647
price_increase_production_extension,3.0,AI:95,8.543353682055383
price_increase_production_extension,3.5,USA,59.72532332026841
price_increase_production_extension,3.5,AI:50,16.082848746873985
price_increase_production_extension,3.5,AI:75,12.903245755762498
price_increase_production_extension,3.5,AI:95,8.901334979869446
price_increase_production_extension,4.0,USA,56.45780799273963
price_increase_production_extension,4.0,AI:50,17.02780260817677
price_increase_production_extension,4.0,AI:75,14.441281948970627
price_increase_production_extension,4.0,AI:95,9.69241838986892
price_increase_production_extension,4.5,USA,55.34843345677035
price_increase_production_extension,4.5,AI:50,17.965631851736603
price_increase_production_extension,4.5,AI:75,14.089418279008115
price_increase_production_extension,4.5,AI:95,10.109471509276446
price_increase_production_extension,5.0,USA,53.7053872628277
price_increase_production_extension,5.0,AI:50,19.492726646180074
price_increase_production_extension,5.0,AI:75,13.85608231791494
price_increase_production_extension,5.0,AI:95,10.249204876188742
price_increase_production_extension,5.5,USA,52.099591767805734
price_increase_production_extension,5.5,AI:50,18.727033812696916
price_increase_production_extension,5.5,AI:75,16.988053953731125
price_increase_production_extension,5.5,AI:95,9.67874612808275
price_increase_production_extension,6.0,USA,48.57782589956214
price_increase_production_extension,6.0,AI:50,19.291741242081173
price_increase_production_extension,6.0,AI:75,19.508887657768454
price_increase_production_extension,6.0,AI:95,10.41164151683337
price_increase_production_extension,6.5,USA,49.038927273423155
price_increase_production_extension,6.5,AI:50,20.854903847420758
price_increase_production_extension,6.5,AI:75,16.792035798095185
price_increase_production_extension,6.5,AI:95,10.849050105902535
price_increase_production_extension,7.0,USA,47.39569727865724
price_increase_production_extension,7.0,AI:50,22.67351907551445
price_increase_production_extension,7.0,AI:75,17.02506497811305
price_increase_production_extension,7.0,AI:95,10.679302088335845
price_increase_production_extension,7.5,USA,45.07142835055904
price_increase_production_extension,7.5,AI:50,23.57026363310934
price_increase_production_extension,7.5,AI:75,16.823564997004766
price_increase_production_extension,7.5,AI:95,11.93062150228451
price_increase_production_extension,8.0,USA,43.59950693485628
price_increase_production_extension,8.0,AI:50,23.277511133175295
price_increase_production_extension,8.0,AI:75,19.375469943996166
price_increase_production_extension,8.0,AI:95,11.323980757882907
price_increase_production_extension,8.5,USA,43.281508749296954
price_increase_production_extension,8.5,AI:50,25.048637032805395
price_increase_production_extension,8.5,AI:75,17.010960793903322
price_increase_production_extension,8.5,AI:95,12.079755143428713
price_increase_production_extension,9.0,USA,41.11414312539737
price_increase_production_extension,9.0,AI:50,25.495513920308433
price_increase_production_extension,9.0,AI:75,18.8472350489114
price_increase_production_extension,9.0,AI:95,11.925572312026745
price_increase_production_extension,9.5,USA,42.19270426511904
price_increase_production_extension,9.5,AI:50,26.25297613243071
price_increase_production_extension,9.5,AI:75,17.28699556536715
price_increase_production_extension,9.5,AI:95,11.776746968431752
price_increase_production_extension,10.0,USA,39.13214184904837
price_increase_production_extension,10.0,AI:50,26.853830428974064
price_increase_production_extension,10.0,AI:75,19.07542031579483
price_increase_production_extension,10.0,AI:95,12.436409002237824
price_increase_production_extension,10.5,USA,37.62214468621975
price_increase_production_extension,10.5,AI:50,28.251540808695758
price_increase_production_extension,10.5,AI:75,18.80192109621487
price_increase_production_extension,10.5,AI:95,12.62606365676126
price_increase_production_extension,11.0,USA,37.34981132305097
price_increase_production_extension,11.0,AI:50,29.66822916284444
price_increase_production_extension,11.0,AI:75,17.79318898334526
price_increase_production_extension,11.0,AI:95,12.673999190596376
price_increase_production_extension,11.5,USA,35.86328751774193
price_increase_production_extension,11.5,AI:50,28.79659933224928
price_increase_production_extension,11.5,AI:75,19.12511819079576
price_increase_production_extension,11.5,AI:95,13.753135475415888
price_increase_production_extension,12.0,USA,34.71615754470801
price_increase_production_extension,12.0,AI:50,31.180757802061308
price_increase_production_extension,12.0,AI:75,18.863877510667677
price_increase_production_extension,12.0,AI:95,12.658264676178163
price_increase_production_extension,12.5,USA,35.36166713355327
price_increase_production_extension,12.5,AI:50,31.307352132808944
price_increase_production_extension,12.5,AI:75,18.36373472876126
price_increase_production_extension,12.5,AI:95,12.188354427435328
price_increase_production_extension,13.0,USA,33.07574023269307
price_increase_production_extension,13.0,AI:50,31.95221625997025
price_increase_production_extension,13.0,AI:75,18.6005554756033
price_increase_production_extension,13.0,AI:95,13.629858451423644
price_increase_production_extension,13.5,USA,32.267096995599786
price_increase_production_extension,13.5,AI:50,32.41845791710763
price_increase_production_extension,13.5,AI:75,19.053077800726015
price_increase_production_extension,13.5,AI:95,13.610745934681802
price_increase_production_extension,14.0,USA,33.1716654956085
price_increase_production_extension,14.0,AI:50,32.22930468860422
price_increase_production_extension,14.0,AI:75,18.93905735040397
price_increase_production_extension,14.0,AI:95,13.224302256595578
price_increase_production_extension,14.5,USA,30.471951761285382
price_increase_production_extension,14.5,AI:50,32.40702285302324
price_increase_production_extension,14.5,AI:75,19.700881322926456
price_increase_production_extension,14.5,AI:95,14.803591511115371
price_increase_production_extension,15.0,USA,32.72622004792866
price_increase_production_extension,15.0,AI:50,32.79548299887186
price_increase_production_extension,15.0,AI:75,18.468710180652067
price_increase_production_extension,15.0,AI:95,13.29127509802025
target_storage_refill_time,1.0,USA,50.18013502373256
target_storage_refill_time,1.0,AI:50,19.833288287176728
target_storage_refill_time,1.0,AI:75,17.61559341846329
target_storage_refill_time,1.0,AI:95,10.416640382981114
target_storage_refill_time,1.5,USA,53.86215493621867
target_storage_refill_time,1.5,AI:50,18.142339774211734
target_storage_refill_time,1.5,AI:75,15.37761833034088
target_storage_refill_time,1.5,AI:95,10.338186490036094
target_storage_refill_time,2.0,USA,53.7053872628277
target_storage_refill_time,2.0,AI:50,19.492726646180074
target_storage_refill_time,2.0,AI:75,13.85608231791494
target_storage_refill_time,2.0,AI:95,10.249204876188742
target_storage_refill_time,2.5,USA,52.74307526317954
target_storage_refill_time,2.5,AI:50,18.57243685665886
target_storage_refill_time,2.5,AI:75,16.610774879742152
target_storage_refill_time,2.5,AI:95,9.928890162177225
target_storage_refill_time,3.0,USA,55.17649608846583
target_storage_refill_time,3.0,AI:50,18.400128523856132
target_storage_refill_time,3.0,AI:75,14.093664446407232
target_storage_refill_time,3.0,AI:95,9.96439806212284
target_storage_refill_time,3.5,USA,53.8318675988965
target_storage_refill_time,3.5,AI:50,19.50967235542135
target_storage_refill_time,3.5,AI:75,14.340755614278052
target_storage_refill_time,3.5,AI:95,9.978454430961264
target_storage_refill_time,4.0,USA,54.78059211404742
target_storage_refill_time,4.0,AI:50,18.472493536309813
target_storage_refill_time,4.0,AI:75,14.422992868668032
target_storage_refill_time,4.0,AI:95,10.08890529430849
target_storage_refill_time,4.5,USA,54.519772401004964
target_storage_refill_time,4.5,AI:50,19.98341493094579
target_storage_refill_time,4.5,AI:75,13.633117608084518
target_storage_refill_time,4.5,AI:95,9.334601994487315
target_storage_refill_time,5.0,USA,54.22284264167059
target_storage_refill_time,5.0,AI:50,19.953665589716003
target_storage_refill_time,5.0,AI:75,13.872813844792503
target_storage_refill_time,5.0,AI:95,9.402664813187414
target_storage_refill_time,5.5,USA,53.51035067610287
target_storage_refill_time,5.5,AI:50,20.155678489091578
target_storage_refill_time,5.5,AI:75,13.752468944631943
target_storage_refill_time,5.5,AI:95,10.353653772548356
target_storage_refill_time,6.0,USA,54.00855468338954
target_storage_refill_time,6.0,AI:50,19.782984385400304
target_storage_refill_time,6.0,AI:75,13.585759036148119
target_storage_refill_time,6.0,AI:95,9.844219256709962
target_storage_refill_time,6.5,USA,53.45779482507121
target_storage_refill_time,6.5,AI:50,20.14469279489962
target_storage_refill_time,6.5,AI:75,13.842321777578235
target_storage_refill_time,6.5,AI:95,10.318239420443447
target_storage_refill_time,7.0,USA,54.094300954023275
target_storage_refill_time,7.0,AI:50,19.32993001891341
target_storage_refill_time,7.0,AI:75,13.723832791930235
target_storage_refill_time,7.0,AI:95,10.139731327877016
target_storage_refill_time,7.5,USA,51.6212807293395
target_storage_refill_time,7.5,AI:50,20.370325093967352
target_storage_refill_time,7.5,AI:75,15.215825454558114
target_storage_refill_time,7.5,AI:95,10.3762082843906
target_storage_refill_time,8.0,USA,54.820018552783345
target_storage_refill_time,8.0,AI:50,19.173972456836616
target_storage_refill_time,8.0,AI:75,13.628788983349708
target_storage_refill_time,8.0,AI:95,9.855684427187867
target_storage_refill_time,8.5,USA,52.96938516150197
target_storage_refill_time,8.5,AI:50,19.309384820865866
target_storage_refill_time,8.5,AI:75,14.234779509865277
target_storage_refill_time,8.5,AI:95,11.002401354440124
target_storage_refill_time,9.0,USA,51.90266883965104
target_storage_refill_time,9.0,AI:50,19.63336894860275
target_storage_refill_time,9.0,AI:75,15.043059156142846
target_storage_refill_time,9.0,AI:95,10.608488235182193
target_storage_refill_time,9.5,USA,53.911013822729835
target_storage_refill_time,9.5,AI:50,19.144518650571094
target_storage_refill_time,9.5,AI:75,14.511836529509424
target_storage_refill_time,9.5,AI:95,9.762312964877637
target_storage_refill_time,10.0,USA,52.34335650670647
target_storage_refill_time,10.0,AI:50,19.92443806363741
target_storage_refill_time,10.0,AI:75,14.261026812829527
target_storage_refill_time,10.0,AI:95,10.761565142666328
target_storage_refill_time,10.5,USA,51.25347237693207
target_storage_refill_time,10.5,AI:50,20.41846825970581
target_storage_refill_time,10.5,AI:75,15.001755674238069
target_storage_refill_time,10.5,AI:95,10.742598158861327
target_storage_refill_time,11.0,USA,51.40073254041479
target_storage_refill_time,11.0,AI:50,20.411322907517416
target_storage_refill_time,11.0,AI:75,14.516579566483387
target_storage_refill_time,11.0,AI:95,10.932282974853123
target_storage_refill_time,11.5,USA,51.41129414257214
target_storage_refill_time,11.5,AI:50,20.692019887046847
target_storage_refill_time,11.5,AI:75,13.796540124918835
target_storage_refill_time,11.5,AI:95,11.430044123298373
target_storage_refill_time,12.0,USA,53.268802216812716
target_storage_refill_time,12.0,AI:50,20.086072986162435
target_storage_refill_time,12.0,AI:75,14.085648397528757
target_storage_refill_time,12.0,AI:95,9.9910820201125
target_storage_refill_time,12.5,USA,53.66499106500706
target_storage_refill_time,12.5,AI:50,19.709966528895947
target_storage_refill_time,12.5,AI:75,14.049582299521091
target_storage_refill_time,12.5,AI:95,10.161074502169939
target_storage_refill_time,13.0,USA,51.131467438543176
target_storage_refill_time,13.0,AI:50,20.633768551889908
target_storage_refill_time,13.0,AI:75,13.724100403438129
target_storage_refill_time,13.0,AI:95,11.390017361651104
target_storage_refill_time,13.5,USA,51.46260575894163
target_storage_refill_time,13.5,AI:50,21.02971899411066
target_storage_refill_time,13.5,AI:75,14.55818942539365
target_storage_refill_time,13.5,AI:95,10.153694263528294
target_storage_refill_time,14.0,USA,53.17993347311921
target_storage_refill_time,14.0,AI:50,20.277771784729133
target_storage_refill_time,14.0,AI:75,14.115533180790976
target_storage_refill_time,14.0,AI:95,9.882362518545065
target_storage_refill_time,14.5,USA,50.90176621470813
target_storage_refill_time,14.5,AI:50,21.2643238065869
target_storage_refill_time,14.5,AI:75,14.263451001087063
target_storage_refill_time,14.5,AI:95,10.839046332053897
target_storage_refill_time,15.0,USA,50.48446476784123
target_storage_refill_time,15.0,AI:50,20.900928724544443
target_storage_refill_time,15.0,AI:75,14.614849783271879
target_storage_refill_time,15.0,AI:95,11.176362737332
