parameter,param_val,region,gains,losses,sum
initial_storage_fill_factor,2.0,global,21.221024371997746,-12.718686539000077,8.50233783299767
initial_storage_fill_factor,2.0,USA,11.998308942999351,-12.665851686000108,-0.667542743000757
initial_storage_fill_factor,3.0,global,21.18640285799962,-12.821093014999812,8.365309842999809
initial_storage_fill_factor,3.0,USA,12.030022485998847,-12.780131524999828,-0.7501090390009804
initial_storage_fill_factor,4.0,global,21.88792116099975,-12.72570282399998,9.16221833699977
initial_storage_fill_factor,4.0,USA,12.708068409999534,-12.675855315000057,0.03221309499947722
initial_storage_fill_factor,5.0,global,21.742241542000208,-12.735823751000169,9.00641779100004
initial_storage_fill_factor,5.0,USA,13.085721964999816,-12.712490390000195,0.3732315749996218
initial_storage_fill_factor,6.0,global,21.12619582700167,-12.866796892999968,8.259398934001702
initial_storage_fill_factor,6.0,USA,12.480367614000022,-12.836224688000023,-0.3558570740000011
initial_storage_fill_factor,7.0,global,21.957896550999855,-12.83798232500015,9.119914225999706
initial_storage_fill_factor,7.0,USA,12.861782002999556,-12.803136718000173,0.058645284999382596
initial_storage_fill_factor,8.0,global,21.479162844001223,-12.793386484999862,8.68577635900136
initial_storage_fill_factor,8.0,USA,12.749170514999852,-12.757979244999886,-0.008808730000033904
initial_storage_fill_factor,9.0,global,21.20767818899954,-12.825453668000183,8.382224520999358
initial_storage_fill_factor,9.0,USA,12.60809988399978,-12.785591351000189,-0.17749146700040974
initial_storage_fill_factor,10.0,global,21.135949626000443,-12.842828575999858,8.293121050000584
initial_storage_fill_factor,10.0,USA,12.66071124799981,-12.79740205099988,-0.13669080300006975
initial_storage_fill_factor,11.0,global,20.546259658000174,-12.889219278000132,7.657040380000042
initial_storage_fill_factor,11.0,USA,12.254068175000176,-12.851630940000147,-0.5975627649999709
initial_storage_fill_factor,12.0,global,21.121154281000898,-12.745675725999963,8.375478555000935
initial_storage_fill_factor,12.0,USA,12.737994235999912,-12.71004653399992,0.027947701999991637
initial_storage_fill_factor,13.0,global,20.658322946000222,-12.868320259999999,7.790002686000223
initial_storage_fill_factor,13.0,USA,12.424655143000301,-12.825606023000002,-0.40095087999970147
initial_storage_fill_factor,14.0,global,20.211517759999836,-12.865546212999801,7.345971547000035
initial_storage_fill_factor,14.0,USA,12.10308434900006,-12.818884201999783,-0.7157998529997229
initial_storage_fill_factor,15.0,global,20.209512152000563,-12.917061266000136,7.292450886000427
initial_storage_fill_factor,15.0,USA,11.985152907999993,-12.876594163000137,-0.891441255000144
initial_storage_fill_factor,16.0,global,20.748584576001665,-12.7958662860001,7.952718290001565
initial_storage_fill_factor,16.0,USA,12.387540411999929,-12.769442107000113,-0.38190169500018456
initial_storage_fill_factor,17.0,global,20.688634717001072,-12.847566026000083,7.84106869100099
initial_storage_fill_factor,17.0,USA,12.356427863000366,-12.810883479000092,-0.4544556159997253
initial_storage_fill_factor,18.0,global,20.66262344400044,-12.842941019000076,7.819682425000366
initial_storage_fill_factor,18.0,USA,12.40258729899986,-12.816093340000092,-0.41350604100023247
initial_storage_fill_factor,19.0,global,21.427632421000666,-12.818441720999775,8.609190700000891
initial_storage_fill_factor,19.0,USA,12.931364230999892,-12.76712220299983,0.1642420280000607
initial_storage_fill_factor,20.0,global,21.15486932800016,-12.910387674000411,8.244481653999749
initial_storage_fill_factor,20.0,USA,12.836798864000134,-12.868603488000423,-0.03180462400028894
initial_storage_fill_factor,21.0,global,21.086106220000392,-12.839638332000158,8.246467888000234
initial_storage_fill_factor,21.0,USA,12.638110827999778,-12.813102509000153,-0.17499168100037465
initial_storage_fill_factor,22.0,global,21.052089242001276,-12.850160793000105,8.201928449001171
initial_storage_fill_factor,22.0,USA,12.315526551000007,-12.816276734000146,-0.5007501830001395
initial_storage_fill_factor,23.0,global,20.791903125999625,-12.877541794000093,7.914361331999531
initial_storage_fill_factor,23.0,USA,12.466395897999995,-12.849050837000101,-0.3826549390001066
initial_storage_fill_factor,24.0,global,20.4624785650004,-12.904298435999998,7.558180129000402
initial_storage_fill_factor,24.0,USA,12.27197490000014,-12.82365136800006,-0.5516764679999202
initial_storage_fill_factor,25.0,global,20.435710065001548,-12.831416200000048,7.6042938650015
initial_storage_fill_factor,25.0,USA,12.251459718999616,-12.78394222300005,-0.5324825040004342
initial_storage_fill_factor,26.0,global,21.066400608000905,-12.793901015000088,8.272499593000816
initial_storage_fill_factor,26.0,USA,12.814697758999944,-12.765267436000109,0.04943032299983585
initial_storage_fill_factor,27.0,global,20.391834874000125,-12.89522525899991,7.4966096150002155
initial_storage_fill_factor,27.0,USA,12.101437846000335,-12.854730368999958,-0.7532925229996223
initial_storage_fill_factor,28.0,global,20.81534125500015,-12.763876560000284,8.051464694999865
initial_storage_fill_factor,28.0,USA,12.64220585500006,-12.723117956000298,-0.08091210100023716
initial_storage_fill_factor,29.0,global,20.581628427001252,-12.937035604999776,7.644592822001476
initial_storage_fill_factor,29.0,USA,12.076378285000011,-12.90390019299981,-0.8275219079997989
initial_storage_fill_factor,30.0,global,20.96874926000017,-12.882494440999913,8.086254819000256
initial_storage_fill_factor,30.0,USA,12.555833957000155,-12.83399855099991,-0.2781645939997546
price_increase_production_extension,0.5,global,14.986705855001203,-6.735021914000042,8.251683941001161
price_increase_production_extension,0.5,USA,9.704935219999694,-6.631690048000097,3.073245171999597
price_increase_production_extension,1.0,global,17.026578664999988,-9.401217659000086,7.625361005999903
price_increase_production_extension,1.0,USA,11.693093123000443,-9.323965423000097,2.3691277000003463
price_increase_production_extension,1.5,global,18.594778756001137,-10.655182139000033,7.939596617001104
price_increase_production_extension,1.5,USA,12.638851529000085,-10.572285259000063,2.0665662700000222
price_increase_production_extension,2.0,global,18.899413264001076,-11.369652034000138,7.529761230000938
price_increase_production_extension,2.0,USA,12.546260054999982,-11.300752639000178,1.2455074159998034
price_increase_production_extension,2.5,global,19.60748414800235,-11.733792173000102,7.873691975002247
price_increase_production_extension,2.5,USA,12.649574949000348,-11.679897982000112,0.9696769670002361
price_increase_production_extension,3.0,global,19.44749033799971,-12.182989590999897,7.264500746999813
price_increase_production_extension,3.0,USA,12.387974364999808,-12.121264536999941,0.26670982799986653
price_increase_production_extension,3.5,global,20.387606413999784,-12.377458686999798,8.010147726999985
price_increase_production_extension,3.5,USA,13.144495202999867,-12.338701682999849,0.8057935200000177
price_increase_production_extension,4.0,global,20.682263270000554,-12.500526526999975,8.18173674300058
price_increase_production_extension,4.0,USA,12.871616073999657,-12.465578976999998,0.4060370969996594
price_increase_production_extension,4.5,global,21.190129242000534,-12.758509997000106,8.431619245000428
price_increase_production_extension,4.5,USA,12.528939839999742,-12.715633774000109,-0.18669393400036682
price_increase_production_extension,5.0,global,21.135949626000443,-12.842828575999858,8.293121050000584
price_increase_production_extension,5.0,USA,12.66071124799981,-12.79740205099988,-0.13669080300006975
price_increase_production_extension,5.5,global,20.774017177999553,-12.919686937999938,7.854330239999616
price_increase_production_extension,5.5,USA,12.12276768299996,-12.869034639999956,-0.746266956999996
price_increase_production_extension,6.0,global,20.49174398900205,-13.044596026000109,7.447147963001941
price_increase_production_extension,6.0,USA,11.510158485000137,-13.01845581700012,-1.5082973319999837
price_increase_production_extension,6.5,global,21.32732558100217,-13.135484602999886,8.191840978002285
price_increase_production_extension,6.5,USA,12.004311096999706,-13.100167414999902,-1.0958563180001963
price_increase_production_extension,7.0,global,21.441461483000285,-13.166869525000141,8.274591958000144
price_increase_production_extension,7.0,USA,12.002648417000048,-13.13246882700017,-1.1298204100001232
price_increase_production_extension,7.5,global,21.589968813000702,-13.214888957000168,8.375079856000534
price_increase_production_extension,7.5,USA,11.307747227000288,-13.182750626000166,-1.875003398999878
price_increase_production_extension,8.0,global,22.11869688099914,-13.021125356000034,9.097571524999104
price_increase_production_extension,8.0,USA,11.461337212999858,-12.976882039000035,-1.515544826000177
price_increase_production_extension,8.5,global,21.569608453001365,-13.26456720899996,8.305041244001405
price_increase_production_extension,8.5,USA,10.96761337099973,-13.234830634999991,-2.2672172640002604
price_increase_production_extension,9.0,global,21.98341338199966,-13.062850928000165,8.920562453999496
price_increase_production_extension,9.0,USA,11.142590740999822,-13.028454356000186,-1.885863615000364
price_increase_production_extension,9.5,global,21.62102713600034,-13.254786978000007,8.366240158000332
price_increase_production_extension,9.5,USA,10.517578760999813,-13.210631039000035,-2.6930522780002217
price_increase_production_extension,10.0,global,21.19342395600286,-13.395759034000221,7.797664922002639
price_increase_production_extension,10.0,USA,10.255467183000315,-13.365116801000207,-3.1096496179998923
price_increase_production_extension,10.5,global,21.847804175001606,-13.165414808000078,8.682389367001528
price_increase_production_extension,10.5,USA,10.196568121000846,-13.130480033000081,-2.9339119119992354
price_increase_production_extension,11.0,global,20.92673297000127,-13.431047274000019,7.495685696001253
price_increase_production_extension,11.0,USA,9.738179688000054,-13.39524892200002,-3.657069233999966
price_increase_production_extension,11.5,global,21.576227409000598,-13.134292669000047,8.441934740000551
price_increase_production_extension,11.5,USA,9.563395060999147,-13.095125302000046,-3.531730241000899
price_increase_production_extension,12.0,global,20.64816726800198,-13.302611973000198,7.345555295001782
price_increase_production_extension,12.0,USA,9.164862157000453,-13.274407616000206,-4.109545458999753
price_increase_production_extension,12.5,global,23.355913757000916,-13.231666807999916,10.124246949001
price_increase_production_extension,12.5,USA,10.359749697000042,-13.177263373999924,-2.817513676999882
price_increase_production_extension,13.0,global,21.129172342000246,-13.349738537999794,7.779433804000451
price_increase_production_extension,13.0,USA,9.211774948000393,-13.30749684499982,-4.095721896999427
price_increase_production_extension,13.5,global,21.808432432999393,-13.269681563999807,8.538750868999585
price_increase_production_extension,13.5,USA,9.644405374999936,-13.239725393999816,-3.59532001899988
price_increase_production_extension,14.0,global,21.12049696400061,-13.3014047460001,7.819092218000508
price_increase_production_extension,14.0,USA,8.49822988200023,-13.271587469000101,-4.773357586999872
price_increase_production_extension,14.5,global,20.094876064000108,-13.716850088000163,6.378025975999945
price_increase_production_extension,14.5,USA,8.20151765500024,-13.674365945000172,-5.4728482899999324
price_increase_production_extension,15.0,global,20.064294955001465,-13.630781900999908,6.433513054001557
price_increase_production_extension,15.0,USA,8.14712754000016,-13.572471278999895,-5.425343738999736
target_storage_refill_time,1.0,global,20.96432823100031,-12.715841198000046,8.248487033000263
target_storage_refill_time,1.0,USA,12.11321691999964,-12.669131151000053,-0.555914231000413
target_storage_refill_time,1.5,global,20.766673294001166,-12.784808894000086,7.981864400001079
target_storage_refill_time,1.5,USA,12.372730807000027,-12.7646354460001,-0.39190463900007266
target_storage_refill_time,2.0,global,21.135949626000443,-12.842828575999858,8.293121050000584
target_storage_refill_time,2.0,USA,12.66071124799981,-12.79740205099988,-0.13669080300006975
target_storage_refill_time,2.5,global,20.687408628000046,-12.866135679000017,7.821272949000029
target_storage_refill_time,2.5,USA,12.140708395999386,-12.816269947000027,-0.6755615510006407
target_storage_refill_time,3.0,global,22.4050258550012,-12.868785625999951,9.536240229001248
target_storage_refill_time,3.0,USA,13.148765898999729,-12.823545145000011,0.3252207539997176
target_storage_refill_time,3.5,global,22.52846367400154,-12.77390854000005,9.754555134001489
target_storage_refill_time,3.5,USA,13.624653968000345,-12.740746262000084,0.8839077060002616
