parameter,param_val,region,gains,losses,sum
target_storage_refill_time,4.0,global,22.89127932500156,-12.81183816899993,10.079441156001629
target_storage_refill_time,4.0,USA,13.640524918000244,-12.771342046999932,0.8691828710003122
target_storage_refill_time,4.5,global,22.52367395500116,-12.748627406000056,9.775046549001106
target_storage_refill_time,4.5,USA,13.42526411299996,-12.69122683100009,0.7340372819998695
target_storage_refill_time,5.0,global,22.572343886998883,-12.731872459000005,9.840471427998878
target_storage_refill_time,5.0,USA,13.43658947900014,-12.675891344000041,0.7606981350000996
target_storage_refill_time,5.5,global,23.402522954001252,-12.73885448400001,10.663668470001243
target_storage_refill_time,5.5,USA,14.211418201000157,-12.665532302000045,1.5458858990001119
target_storage_refill_time,6.0,global,24.361347494000317,-12.635610226000045,11.725737268000271
target_storage_refill_time,6.0,USA,15.206990611000121,-12.579069430000066,2.6279211810000547
target_storage_refill_time,6.5,global,22.57053497200028,-12.727581434000076,9.842953538000206
target_storage_refill_time,6.5,USA,13.58201104499998,-12.678022660000085,0.9039883849998951
target_storage_refill_time,7.0,global,23.58370647899979,-12.663086316999998,10.920620161999793
target_storage_refill_time,7.0,USA,13.72496939099995,-12.608122154000045,1.1168472369999058
target_storage_refill_time,7.5,global,23.69921647199945,-12.774061866000029,10.92515460599942
target_storage_refill_time,7.5,USA,14.238465644999593,-12.71444173300004,1.524023911999553
target_storage_refill_time,8.0,global,23.85520471999928,-12.628836131999952,11.226368587999326
target_storage_refill_time,8.0,USA,14.30379048299994,-12.560647325999975,1.743143156999965
target_storage_refill_time,8.5,global,23.432500752002685,-12.627394833000155,10.80510591900253
target_storage_refill_time,8.5,USA,14.365795961000305,-12.57568583400017,1.7901101270001352
target_storage_refill_time,9.0,global,23.826253966000046,-12.718967450999997,11.107286515000048
target_storage_refill_time,9.0,USA,14.36707905200028,-12.672722078999996,1.6943569730002839
target_storage_refill_time,9.5,global,23.79147810600106,-12.70535712999983,11.086120976001228
target_storage_refill_time,9.5,USA,14.27699993900001,-12.645527896999866,1.6314720420001443
target_storage_refill_time,10.0,global,23.633643210000166,-12.724714592999714,10.908928617000452
target_storage_refill_time,10.0,USA,14.614445133000196,-12.651172664999724,1.963272468000472
target_storage_refill_time,10.5,global,24.05905042200014,-12.704766554000154,11.354283867999987
target_storage_refill_time,10.5,USA,14.249297391999553,-12.617243728000163,1.6320536639993897
target_storage_refill_time,11.0,global,23.84434064100028,-12.673447663000058,11.170892978000222
target_storage_refill_time,11.0,USA,14.657809335999962,-12.621679634000063,2.036129701999899
target_storage_refill_time,11.5,global,24.618390228999495,-12.643067865000132,11.975322363999362
target_storage_refill_time,11.5,USA,14.591651522999559,-12.590516376000165,2.0011351469993937
target_storage_refill_time,12.0,global,24.566620093001795,-12.710907311999975,11.85571278100182
target_storage_refill_time,12.0,USA,15.031454504000514,-12.658420375,2.373034129000514
target_storage_refill_time,12.5,global,24.830020805001602,-12.623936059000023,12.20608474600158
target_storage_refill_time,12.5,USA,15.308986120000482,-12.567449338999987,2.7415367810004945
target_storage_refill_time,13.0,global,24.983585035001788,-12.719868899999957,12.26371613500183
target_storage_refill_time,13.0,USA,15.363700169000284,-12.622630213999987,2.741069955000297
target_storage_refill_time,13.5,global,25.108021241999776,-12.67183086699992,12.436190374999855
target_storage_refill_time,13.5,USA,15.140779013000104,-12.582297845999957,2.5584811670001475
target_storage_refill_time,14.0,global,24.62000504299905,-12.5890404390001,12.030964603998951
target_storage_refill_time,14.0,USA,14.939273601000238,-12.537888573000133,2.401385028000105
target_storage_refill_time,14.5,global,24.320098597000612,-12.53369431399994,11.786404283000673
target_storage_refill_time,14.5,USA,14.964425194999821,-12.500045130999952,2.4643800639998688
target_storage_refill_time,15.0,global,25.17135215399975,-12.691827967000094,12.479524186999654
target_storage_refill_time,15.0,USA,15.446984654999696,-12.611405244000107,2.835579410999589
