DATE,TXICLAIMS
2013-01-05,18146
2013-01-12,30932
2013-01-19,20484
2013-01-26,15402
2013-02-02,17473
2013-02-09,17112
2013-02-16,16273
2013-02-23,14939
2013-03-02,15746
2013-03-09,16386
2013-03-16,15569
2013-03-23,18305
2013-03-30,14816
2013-04-06,17261
2013-04-13,20311
2013-04-20,17241
2013-04-27,16799
2013-05-04,17294
2013-05-11,17368
2013-05-18,17696
2013-05-25,17088
2013-06-01,15212
2013-06-08,18219
2013-06-15,17761
2013-06-22,17997
2013-06-29,18488
2013-07-06,15355
2013-07-13,21356
2013-07-20,18971
2013-07-27,16189
2013-08-03,17340
2013-08-10,16446
2013-08-17,16226
2013-08-24,15472
2013-08-31,15764
2013-09-07,14773
2013-09-14,16054
2013-09-21,16036
2013-09-28,14781
2013-10-05,16206
2013-10-12,16283
2013-10-19,15299
2013-10-26,16070
2013-11-02,16669
2013-11-09,18405
2013-11-16,15821
2013-11-23,17920
2013-11-30,10636
2013-12-07,20397
2013-12-14,15493
2013-12-21,16033
2013-12-28,9310
2014-01-04,15948
2014-01-11,28748
2014-01-18,19959
2014-01-25,15807
2014-02-01,16699
2014-02-08,17139
2014-02-15,15530
2014-02-22,13913
2014-03-01,15158
2014-03-08,15544
2014-03-15,14171
2014-03-22,16595
2014-03-29,14774
2014-04-05,16139
2014-04-12,17931
2014-04-19,14813
2014-04-26,15360
2014-05-03,16507
2014-05-10,16130
2014-05-17,16955
2014-05-24,16695
2014-05-31,15735
2014-06-07,17835
2014-06-14,16494
2014-06-21,16722
2014-06-28,16951
2014-07-05,14028
2014-07-12,19175
2014-07-19,16211
2014-07-26,14457
2014-08-02,14149
2014-08-09,14908
2014-08-16,13858
2014-08-23,14166
2014-08-30,14089
2014-09-06,13798
2014-09-13,13473
2014-09-20,13141
2014-09-27,12506
2014-10-04,14482
2014-10-11,16097
2014-10-18,14377
2014-10-25,13819
2014-11-01,14054
2014-11-08,16440
2014-11-15,15335
2014-11-22,16016
2014-11-29,9703
2014-12-06,18810
2014-12-13,14828
2014-12-20,15057
2014-12-27,8049
2015-01-03,13471
2015-01-10,25783
2015-01-17,19674
2015-01-24,17117
2015-01-31,17981
2015-02-07,20418
2015-02-14,17999
2015-02-21,17182
2015-02-28,17136
2015-03-07,19075
2015-03-14,17302
2015-03-21,19337
2015-03-28,18361
2015-04-04,18356
2015-04-11,21023
2015-04-18,18860
2015-04-25,17372
2015-05-02,17228
2015-05-09,17348
2015-05-16,17021
2015-05-23,17595
2015-05-30,15015
2015-06-06,18504
2015-06-13,16929
2015-06-20,17436
2015-06-27,18491
2015-07-04,16086
2015-07-11,19605
2015-07-18,16431
2015-07-25,16270
2015-08-01,16281
2015-08-08,16692
2015-08-15,15621
2015-08-22,15367
2015-08-29,15925
2015-09-05,17045
2015-09-12,13476
2015-09-19,15661
2015-09-26,15160
2015-10-03,16483
2015-10-10,19110
2015-10-17,16217
2015-10-24,16449
2015-10-31,16966
2015-11-07,19421
2015-11-14,16301
2015-11-21,18146
2015-11-28,10921
2015-12-05,21703
2015-12-12,17168
2015-12-19,16016
2015-12-26,10933
2016-01-02,12859
2016-01-09,26258
2016-01-16,19126
2016-01-23,16838
2016-01-30,17635
2016-02-06,19309
2016-02-13,16967
2016-02-20,15977
2016-02-27,16936
2016-03-05,17643
2016-03-12,16955
2016-03-19,16306
2016-03-26,17361
2016-04-02,16427
2016-04-09,19103
2016-04-16,16564
2016-04-23,16288
2016-04-30,16133
2016-05-07,17074
2016-05-14,17346
2016-05-21,17421
2016-05-28,17101
2016-06-04,16543
2016-06-11,17624
2016-06-18,17571
2016-06-25,17181
2016-07-02,16540
2016-07-09,16075
2016-07-16,17483
2016-07-23,15838
2016-07-30,14990
2016-08-06,16186
2016-08-13,15596
2016-08-20,15210
2016-08-27,14268
2016-09-03,15707
2016-09-10,13072
2016-09-17,14817
2016-09-24,14694
2016-10-01,14323
2016-10-08,16881
2016-10-15,14613
2016-10-22,15308
2016-10-29,15832
2016-11-05,17998
2016-11-12,15829
2016-11-19,18565
2016-11-26,10877
2016-12-03,20194
2016-12-10,15509
2016-12-17,15595
2016-12-24,13720
2016-12-31,11715
2017-01-07,21401
2017-01-14,17583
2017-01-21,15064
2017-01-28,15118
2017-02-04,15306
2017-02-11,14652
2017-02-18,13841
2017-02-25,12293
2017-03-04,13841
2017-03-11,14103
2017-03-18,13344
2017-03-25,15950
2017-04-01,13745
2017-04-08,16625
2017-04-15,13147
2017-04-22,13835
2017-04-29,13224
2017-05-06,14590
2017-05-13,14546
2017-05-20,15198
2017-05-27,15135
2017-06-03,14020
2017-06-10,15942
2017-06-17,15593
2017-06-24,15407
2017-07-01,14052
2017-07-08,13296
2017-07-15,14448
2017-07-22,13607
2017-07-29,13166
2017-08-05,14081
2017-08-12,13218
2017-08-19,13290
2017-08-26,12105
2017-09-02,63788
2017-09-09,52024
2017-09-16,28387
2017-09-23,20104
2017-09-30,17063
2017-10-07,16656
2017-10-14,14865
2017-10-21,15164
2017-10-28,14423
2017-11-04,14937
2017-11-11,14719
2017-11-18,15826
2017-11-25,10737
2017-12-02,19599
2017-12-09,14375
2017-12-16,14244
2017-12-23,14138
2017-12-30,9919
2018-01-06,14973
2018-01-13,20540
2018-01-20,12793
2018-01-27,14275
2018-02-03,14131
2018-02-10,13738
2018-02-17,13044
2018-02-24,11697
2018-03-03,12570
2018-03-10,12848
2018-03-17,11837
2018-03-24,14723
2018-03-31,11603
2018-04-07,15108
2018-04-14,12698
2018-04-21,12221
2018-04-28,12086
2018-05-05,13780
2018-05-12,13755
2018-05-19,13953
2018-05-26,12836
2018-06-02,12227
2018-06-09,14504
2018-06-16,14167
2018-06-23,13474
2018-06-30,13599
2018-07-07,13353
2018-07-14,13703
2018-07-21,12549
2018-07-28,11737
2018-08-04,12275
2018-08-11,11658
2018-08-18,11760
2018-08-25,11956
2018-09-01,11301
2018-09-08,10838
2018-09-15,11857
2018-09-22,10994
2018-09-29,10447
2018-10-06,11980
2018-10-13,11802
2018-10-20,12422
2018-10-27,12201
2018-11-03,12808
2018-11-10,14597
2018-11-17,15133
2018-11-24,9653
2018-12-01,17035
2018-12-08,14041
2018-12-15,13461
2018-12-22,13894
2018-12-29,9090
2019-01-05,12905
2019-01-12,20493
2019-01-19,17453
2019-01-26,12479
2019-02-02,14161
2019-02-09,13526
2019-02-16,12388
2019-02-23,11766
2019-03-02,12099
2019-03-09,12760
2019-03-16,11580
2019-03-23,14382
2019-03-30,12327
2019-04-06,13093
2019-04-13,13868
2019-04-20,11439
2019-04-27,12084
2019-05-04,12748
2019-05-11,12959
2019-05-18,13807
2019-05-25,14355
2019-06-01,12773
2019-06-08,15186
2019-06-15,15081
2019-06-22,14494
2019-06-29,13655
2019-07-06,11598
2019-07-13,16144
2019-07-20,12958
2019-07-27,12265
2019-08-03,12915
2019-08-10,12816
2019-08-17,11694
2019-08-24,12619
2019-08-31,13048
2019-09-07,11500
2019-09-14,12273
2019-09-21,12440
2019-09-28,12691
2019-10-05,14146
2019-10-12,14342
2019-10-19,13058
2019-10-26,13183
2019-11-02,13861
2019-11-09,16393
2019-11-16,14335
2019-11-23,16139
2019-11-30,10359
2019-12-07,20649
2019-12-14,15037
2019-12-21,12589
2019-12-28,8947
